,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
10,dc2e610c-0641-405b-ad42-e86e38bcf767,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Ayolah gensin. Fitur unduh data di setting game apa gunanya coba? Katanya kalau di unduh, pas pembaharuan bisa langsung di mainin. Ehh ujung-ujungnya ngunduh juga pas update,"" APA COBA"". Mana gua main pake paket data lagi. Mohon di perbaiki lah atau minimal kasih penjelasan yang pasti, niat pengen main malah batal jadinya. Untuk sekarang B3 dulu kalau udah di perbaiki baru B5. Dan jauhkan gua dari Cici C6 Makasih",3,4,5.4.0_30057195_30231699,2025-02-12 14:20:37,,,5.4.0_30057195_30231699
11,158a91f6-48d0-481a-886e-03c25a9e4b8f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Gamenya sudah sangat bagus, apalagi masalah desain karakter, alur cerita, dan grafiknya sudah benar-benar bagus. Tapi tolong dong mihoyo, untuk rate untuk gacha artefaknya di tinggiin lagi dong. Kalo gacha artefak selalu dapetnya stat def terus 🙁",5,0,5.4.0_30057195_30231699,2025-02-15 07:15:32,,,5.4.0_30057195_30231699
12,0e3aa921-db7e-4509-b397-c00a76f5ddd3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"in game nya sudah bagus, lancar, dan tidak ada bug sejauh ini selama saya bermain. tetapi tolong di perbaiki sedikit untuk grafis di platform mobile, karena saya merasa sedikit tidak puas dengan garis tepi atau outline pada beberapa object seperti character. outline tersebut terlihat berantakan dan tetap seperti itu meskipun saya sudah menaikkan grafik pada tingkat tertinggi.",4,1,5.4.0_30057195_30231699,2025-02-12 17:45:22,,,5.4.0_30057195_30231699
13,86476fc1-994c-4e10-9334-52e008184bc6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Gameplay nya asik cerita nya seru map nya luas tapi game ini ga cocok buat potato phone jadi nya aku harus ganti device buat lebih nyaman lagi buat main jadi intinya game ini tidak membosankan sama sekali bnyak banget character yang bisa di mainkan tapi harus gacha jadinya harus ngeluarin uang kalo mau dapat character nya dulu tapi bisa kok dengan cara free to play tapi harus sabar,5,1,5.4.0_30057195_30231699,2025-02-12 07:27:02,,,5.4.0_30057195_30231699
14,219d5e6d-e1f0-4bc8-8bdc-c3e7e48d450d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tolong lebih mendengarkan keluhan dan masukan para player, kurangi egonya. Kurangi dialog yang tidak on point pada cerita wujudkan fitur skip dialog kami sangat bosan mendengarkan cerita yang tidak on point, setidaknya jika tetap seperti itu wujudkan fitur skip dialog kami tidak memiliki banyak waktu di genshin.",1,140,5.4.0_30057195_30231699,2025-02-14 00:43:33,,,5.4.0_30057195_30231699
15,4d3e8bb4-a8db-4e1e-b716-2e4b91f8aaad,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Tolong hadirkan fitur untuk skip story di game ini. Saya bukan ingin skip ceritanya secara keseluruhan. Hanya saja terkadang karakter di alur ceritanya terlalu banyak yapping yang tidak penting sehingga membuat saya bosan. Akan lebih baik jika fitur skip story hadir agar bisa skip dialog dialog tidak penting pada alur cerita,3,13,5.4.0_30057195_30231699,2025-02-12 06:12:57,,,5.4.0_30057195_30231699
16,89e353fc-9e6e-4f8a-8c3b-4a09628efcff,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Tolong pindahkan tombol buat pecahin freze ke tombol normal attack aja soal nya jadi susah kalau harus pindah jari di tambah tombol yang kecil jadi kadang gak ke klik dan hasil nya karakter mati karena gak bisa gerak kena freze di tambah damage cc musu dll.,4,2,5.4.0_30057195_30231699,2025-02-16 23:00:25,,,5.4.0_30057195_30231699
17,7476f694-76bb-4e3a-8c4f-49af733fd61f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Eksplorasinya sekarang ga sesulit dulu, maksudnya lebih ke arah penalarannya (puzzle). Jujur, saya melatih penalaran lewat eksplorasi (karena buat unlock chest ada puzzle dsb), tapi menurut saya puzzle sekarang terlalu mudah, mungkin tim developer lebih perbaiki di eksplorasinya :)",4,24,5.3.0_29183395_29332470,2025-01-31 14:28:24,,,5.3.0_29183395_29332470
18,2fcae3d8-d70c-4bb9-aef0-bda346479fbc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"(komplain 1) as much as i love genshin story, tolong, implementasikan event dengan lore yang jalan, jangan filler patch ga guna kaya perang kumbang kek, bikin film kek, ini ntar mau bikin iklan, like what? kurangin main-mainnya, agak serius gitu, udah mau ke snezhnaya ini. (komplain 2) imbangi rasio gender karakter (komplain 3) kasihan player yang mc lumine, kaya ga dianggap wkwk (komplain 4) karakter random malah dikasih rarity 5 star, padahal ga relevan sama story. udah sekian",2,54,5.3.0_29183395_29332470,2025-01-27 14:15:39,,,5.3.0_29183395_29332470
19,186f5657-12a9-43be-8ad4-7aad23ee30b2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Kepada Dev Tolong untuk chipset SD 800 kebawah, pada settingan grafisnya. kembalikan lagi settingan resolusi ""Highest"" karena bagi kami itu menyulitkan dalam eksplorasi dengan visual yg kurang enak dipandang dan juga setiap ada scene cinematic jadinya burik. Udah pakai set ""High"" tampilan nya gk beda jauh sama yang resolusi ""medium""",5,133,5.3.0_29183395_29332470,2025-02-11 23:41:23,,,5.3.0_29183395_29332470
20,bb4e45fb-471d-4b44-9fa8-257fed2b8bf3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"menurut saya sudah cukup bagus sih gamenya, dari segi grafik, gameplay, map, story, maupun desain karakter nya sudah bagus, tapi tolong lah minnn perbaiki voice beberapa karakter ada yang hilang saat quest,entah cuma punya saya doang apa player lain juga merasa begitu.... selebihnya udah bagus sih terimakasih 🙂",3,45,5.3.0_29183395_29332470,2025-01-26 14:35:59,,,5.3.0_29183395_29332470
21,20938b88-0703-4bb7-a38a-8d5dd27582a9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,seharusnya devloper bisa ambil apa yang harus ditambahkan kedalam progres pengembangan. seperti fitur nyeleneh tapi buat speedrun bisa dipake seperti skip dialog. terus didalam domain bisa craft material tanpa harus pergi ke kota. dan bila perlu tambahkan juga sistem yang mana. ketika resin sudah penuh tetep ke tampung buat cadangan sewaktu kita engga bisa login untuk jangka waktu yang lama karena kesibukan dunia. ini bukan hanya menambah minat player baru tapi bagi player lama sangat membantu.,4,21,5.3.0_29183395_29332470,2025-02-04 03:07:35,,,5.3.0_29183395_29332470
22,52483c0c-8912-4f7c-9ffe-aa9a63ef600f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sistem pergachaan didomain artefak tolong dipermudah karena sangat susah sekali mencari stat/substat artefak yang bagus membuat pemain bosan dan banyak yang putus asa. Belum lagi susahnya mencari resin.,3,24,5.3.0_29183395_29332470,2025-02-04 19:28:54,,,5.3.0_29183395_29332470
23,f6f4a150-e4fe-488f-adb4-6c3a60e72a67,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"maaf untuk bintang 4, keluhan saya masalah quest yang bgitu panjang dan hadiah yang terlalu sedikit, kalau quest nya panjang, minimal hadiah nya besar!!! Dan tolong adakan fitur skip saat berbincang waktu story, sampai ngantuk saya nunggu mereka berbicara ga jelas!!!! Tolong di adakan fitur skip dialog cerita nya!!!",3,479,5.3.0_29183395_29332470,2025-02-05 13:44:45,,,5.3.0_29183395_29332470
24,926601bf-d165-4d1e-92d2-25d5d34eebb3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Plisss, ini masukan buat mihoyo untuk adain fitur skip dialog. Gw ga masalah kalo archon quest gada fitur skip dialog, tapi kalo story quest sama event pliss adainnnnn. Gw males dengerin yapping yapping nya kudu pencet pencet, kalo make auto clicker di ban, maunya apa taik",2,3,5.4.0_30057195_30231699,2025-02-14 20:41:25,,,5.4.0_30057195_30231699
25,5377d8b9-5f3d-4a27-9e96-0a4983ac44cd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Kurangi dialog obrolan yang berkepanjangan dan tidak ada fitur skip to the point langsung ke misi. Secepatnya update terutama untuk hadirkan fitur skip All dialog, supaya langsung to the point ke misi. nggak banyak bacot !!! Karena tidak semua pemain genshin impact itu wibu. Banyak game selain genshin impact yang genrenya petualang tapi selalu ada fitur skip All dialog.",1,1962,5.3.0_29183395_29332470,2025-01-07 00:06:07,"Terima kasih atas dukungan Traveler terhadap Genshin Impact. Kami menerima secara terbuka semua masukan/umpan balik dari kalian. Jika Traveler memiliki saran atau masukan, jangan ragu untuk menghubungi kami melalui feedback in-game atau email.",2025-02-19 17:41:08,5.3.0_29183395_29332470
26,780543a7-6c34-4b23-90a1-972625ea664a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Saran. Sebaiknya cara mendapatkan primogem nya sedikit di mudahkan, cara mendapatkan karakter dan senjata di permudah dan karakternya di tambah lagi supaya lebih seru. Mungkin di genshin impact perlu fitur duduk dimana saja, bisa membuat api unggun supaya lebih seru, dan di waktu duduk atau berjalan menggunakan traveler Saya berharap paimon bisa muncul supaya terasa seperti nyata adanya. Saya berharap genshin impact bisa menambah fitur yang menyenangkan saat eksplorasi.",5,18,5.3.0_29183395_29332470,2025-01-24 06:11:34,,,5.3.0_29183395_29332470
27,6962d9dc-9c1d-4a9f-907c-d42ff7c19ce2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Saran untuk pengembang, mode kontrol Attack, bidikan dan sprin seharus nya ada setingan buat mengganti posisinya dan bisa di perkecil dan di perbesar. Karna kadang selalu miss saat attack atau sering terpencet, untuk kenyamanan pemain di mohon di adakan fitur nya",5,27,5.3.0_29183395_29332470,2025-01-06 18:25:23,,,5.3.0_29183395_29332470
28,ca5f558d-e146-4238-b07c-b431bf0a9750,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Snapdragon 680 lancar, patah2 dikit kalo dikepung monster. Pake setting minim semua, kecuali render harus menengah, karena itu setting kualitas character. Kalo mau lancar setting tinggi pake app moonlight, remote Desktop PC, spek hp minim, beban cpu untuk PC rendah.",5,222,5.3.0_29183395_29332470,2025-01-13 16:15:24,,,5.3.0_29183395_29332470
29,61df4b9e-15fc-446f-a45c-f7219043d841,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Ini game terbaik yang pernah aku mainin seumur hidup aku, dari gameplay, eksplorasi, apalagi story yang epik banget, musiknya juga cantik udah kayak studio musik. Aku gak tau kenapa sekarang ratingnya turun, padahal so far experience nya masih sama dan malah tambah baik. Tapi ya semenjak update gede gedean di last fontaine dan early natlan bikin device lama jadi kurang nyaman, untung ada versi cloud meski agak ribet nunggu lama.",5,219,5.3.0_29183395_29332470,2025-01-15 05:51:01,,,5.3.0_29183395_29332470
30,4d45cad6-44e5-4c71-8be0-5f2e228cf879,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Menurut saya pribadi, game nya sangat bagus baik dari segi map, grafik, desain karakter, story dan gameplay👍. Event yang di sampaikan juga menarik² dan di sajikan dengan tampilan yang berbeda² sehingga para pemain tidak bosan dengan game nya🤔. Hanya saja jika hp player sudah mulai overheat, gameplay nya akan mulai slow response, low loading, dan jika kita terlalu cepat explore tempat tanpa menggunakan teleport map nya mulai mengalami bug😅.",5,126,5.3.0_29183395_29332470,2025-01-01 10:17:47,,,5.3.0_29183395_29332470
31,c75ca766-bb36-4f54-953b-2c32a2f77bb6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"untuk semuanya sih dh bagus yaa cuman saran saya untuk developer kedepannya mungkin bisa ditambahkan fitur untuk mengatur tombol agar bisa di ubah sesuai keinginan, soalnya menurut saya tombol bawaanya kekecilan jadi kalo mau mencet tombol kadang ga kepencet.",5,4,5.3.0_29183395_29332470,2025-01-01 22:00:56,,,5.3.0_29183395_29332470
32,cfcdfe87-7fc5-4572-97ec-0a3531628a08,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Mungkin masih menjadi mobile game dgn tema open world terbaik yg pernah saya mainkan! Kendala nya hanya di resin yg sangat terbatas saja, sedangkan untuk mendapat artifact dgn stat & sub-stats yg diinginkan, player perlu untuk menyelesaikan domain hingga berkali-kali. Overall, Open world 10/10, Battle system 10/10, Story 9/10, Characters 10/10. A totally recommended game! NB, Map Sumeru 11/10! Cocok untuk refreshing setelah stress di map Inazuma 😁",3,419,5.3.0_29183395_29332470,2025-01-18 17:30:02,,,5.3.0_29183395_29332470
33,3415c997-24f2-4b29-b7dd-817cff5dddfc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"i love this game! grafik keren meskipun ngeleg ngeleg di hp ku ini :), alur cerita bikin merinding banget apa lagi pas cut scene animation, keren! tapi satu yang masih bikin kesel, gacha karakternya :). bukan kikir, tapi pelit aja buat orang yang f2p, kasian eksplorasi dari malem ampe subuh lagi eh ga dapet *5 . saran ku weapon *3 hapus aja dari banner karakter. waktu itu kesel banget ngepull nahida yg pulang diluc, ampe pundung 2 hari ga nyentuh genshin. genshin impact? more like sabar impact",4,30,5.3.0_29183395_29332470,2025-01-18 12:54:55,,,5.3.0_29183395_29332470
34,e9a725cb-1a5f-4f51-9a39-a0513d447bcc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Udah bagus, tapi masih sering lag server nya, mode co op kadang gak stabil, trus download juga sering eror, bug hillichurl di dalem batu, kalo bisa di skip aja NPC nya, lama 5 jam cuma buat dengerin npc yang gaada gunanya buat akun, efek bloom terlalu silau buat HP, pergerakan npc harus dibatasi per jarak player biar gak bikin drop fps, kalo keluar pas dialog malah ngulang dan itu lama banget, segi senjata masih sedikit untuk bintang 3, sulit untuk pemula, char b4 buffer masih sedikit.",2,11,5.3.0_29183395_29332470,2025-01-01 07:32:26,,,5.3.0_29183395_29332470
35,a0744146-01df-43aa-8181-cf8df973249a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Genshin klo untuk grafik dan desain itu udah jelas bagus banget, tapi ada banyak point yang UGHH bgt. Misalnya banyaknya dialog gak penting yang gak bisa di skip, DROP ARTE, sama tingginya pity untuk dpt chara/weapon. Cmon lah genshin, kami udah di persulit buat dapeti chara/wp dengan pity tinggi, masa harus dipersulit lagi dengan drop arte yang jeleknya nauzubillah. Percuma tuh elixir, dkk soalnya hasil akhirnya tetep aja sampah🙂",3,17,5.3.0_29183395_29332470,2025-01-03 14:25:22,,,5.3.0_29183395_29332470
36,610e6e70-b7a6-4a19-b260-9d5d0a0c6d26,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Untuk grafik, gameplay, dan storynya udah bagus tapi tolong untuk hadiah primogemnya agak dibanyakin karna saya sebagai player f2p juga ingin menggunakan karakter b5 lainnya. Itu aja sih dari saya kalo hadiahnya makin melimpah jadi makin betah mainnya.",5,33,5.3.0_29183395_29332470,2025-01-30 13:30:38,,,5.3.0_29183395_29332470
37,018fdece-5112-4885-9526-9a9270150897,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"tolong masukan mode skip ketika side Quest. karena bosan, tidak semua player suka dengan percakapan panjang. tapi ketika di quest archon tidak ada skip tidak apa. hanya saja untuk quest"" sampingan sangat bosan.",5,7,5.3.0_29183395_29332470,2025-01-05 05:00:05,,,5.3.0_29183395_29332470
38,135fc68c-a741-46d3-b17c-ed2b7bb7c25c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"tolong dong jgn jadiin ni game jdi dating simulator, cringe lama lama aplgi smnjak patch natlan, hadeh. apalagi ngeliat si varesa kocak bat NA nya, pegulat tpi clumsy, gada muncul di AQ, cm di mention mavuika krna sk makan dan jadi b5? dan jg beda bgt designnya sm iansan. tolong stop bikin karakter waifu bait, krinj. survey jg gada guna, keluhan player kaga di dengerin 🙏. Oh ya klo bikin karakter tolong sesuaikan kitnya se op lorenya. aku main 3 tahun bertahan cm karna lore + story doang.",1,2,5.4.0_30057195_30231699,2025-02-17 22:11:38,,,5.4.0_30057195_30231699
